Repeat,Packet,Received Bytes,Delta Time in ns
2,348,1200,87843490
2,349,1200,87872292
2,350,1200,87901094
2,351,1200,87930625
2,352,1200,87959583
2,353,1200,87988438
2,354,1200,88017813
2,355,1200,88048229
2,356,1200,88077917
2,357,1200,88107240
2,358,1200,88136875
2,359,1200,88167969
2,360,1200,88198073
2,361,1200,88227969
2,362,1200,88256979
2,363,1200,88285938
2,364,1200,88314844
2,365,1200,88344219
2,366,1200,88388021
2,367,1200,88418646
2,368,1200,88448542
2,369,1200,88479063
2,370,1200,88508958
2,371,1200,88570313
2,372,1200,88617917
2,373,1200,88662969
2,374,1200,88708386
2,375,1200,88754792
2,376,1200,88800729
2,377,1200,88845521
2,378,1200,88898594
2,379,1200,88944948
2,380,1200,88990208
2,381,1200,89035677
2,382,1200,89081250
2,383,1200,89126979
2,384,1200,89173958
2,385,1200,89226146
2,386,1200,89272917
2,387,1200,89328281
2,388,1200,89376302
2,389,1200,89420052
2,390,1200,89463698
2,391,1200,89511667
2,392,1200,89563125
2,393,1200,89609740
2,394,1200,89654167
2,395,1200,89699063
2,396,1200,89745417
2,397,1200,89796302
2,398,1200,89848333
2,399,1200,89893906
2,400,1200,89941615
2,401,1200,89987344
2,402,1200,90031823
2,403,1200,90077396
2,404,1200,90125469
2,405,1200,90176719
2,406,1200,90224167
2,407,1200,90270833
2,408,1200,90317188
2,409,1200,90365156
2,410,1200,90411302
2,411,1200,90454896
2,412,1200,90507448
2,413,1200,91566667
2,414,1200,91616979
2,415,1200,91661927
2,416,1200,91708698
2,417,1200,91753698
2,418,1200,91799063
2,419,1200,91852865
2,420,1200,91898646
2,421,1200,91943698
2,422,1200,91990417
2,423,1200,92035677
2,424,1200,92079792
2,425,1200,92124896
2,426,1200,92178021
2,427,1200,92224375
2,428,1200,92269323
2,429,1200,92312761
2,430,1200,92358698
2,431,1200,92403594
2,432,1200,92448125
2,433,1200,92500938
2,434,1200,92546354
2,435,1200,92590625
2,436,1200,92637292
2,437,1200,92681823
2,438,1200,92725833
2,439,1200,92773802
2,440,1200,92825625
2,441,1200,92871511
2,442,1200,92916094
2,443,1200,92963854
2,444,1200,93011146
2,445,1200,93055521
2,446,1200,93100625
2,447,1200,93151458
2,448,1200,93197292
2,449,1200,94517083
2,450,1200,94626563
2,451,1200,94679271
2,452,1200,94724219
2,453,1200,94762292
2,454,1200,94799844
2,455,1200,94838438
2,456,1200,94879427
2,457,1200,94976042
2,458,1200,95015104
2,459,1200,95052969
2,460,1200,95094531
2,461,1200,95131875
2,462,1200,95281979
2,463,1200,95325729
2,464,1200,95371875
2,465,1200,95411146
2,466,1200,95449583
2,467,1200,95552396
2,468,1200,95594219
2,469,1200,95633021
2,470,1200,95687552
2,471,1200,95725313
2,472,1200,95764636
2,473,1200,95804896
2,474,1200,95843229
2,475,1200,95881771
2,476,1200,95921250
2,477,1200,95965000
2,478,1200,96005781
2,479,1200,96043177
2,480,1200,96081875
2,481,1200,96123386
2,482,1200,96161927
2,483,1200,96200365
2,484,1200,96245938
2,485,1200,96283906
2,486,1200,96321719
2,487,1200,96370104
2,488,1200,96410469
2,489,1200,96447292
